signal_id,time,type,strategy_id,strategy_name,stock_code,stock_name,severity,priority,title,content
13d06e2c-c05c-41ec-a6ef-073273deabbd,2026-06-22T19:38:28,selection,cslx,错杀低吸,,,info,medium,策略「错杀低吸」选出 30 只标的,策略「错杀低吸」选出 30 只标的，Top3：天际股份(002759.SZ)、天银机电(300342.SZ)、瑞玛精密(002976.SZ)
9e17b3c4-f647-47de-9745-a43f3b515684,2026-06-22T19:38:29,selection,dbqzt,打板求涨停,,,info,medium,策略「打板求涨停」选出 30 只标的,策略「打板求涨停」选出 30 只标的，Top3：庄园牧场(002910.SZ)、中核科技(000777.SZ)、诺德股份(600110.SH)
62371d97-e8ec-46fe-a9b5-79e7a7546848,2026-06-22T19:38:29,selection,qszsl,趋势主升浪,,,info,medium,策略「趋势主升浪」选出 30 只标的,策略「趋势主升浪」选出 30 只标的，Top3：同洲电子(002052.SZ)、华孚时尚(002042.SZ)、骄成超声(688392.SH)
258af61c-9a87-4b2c-9c85-f3bd98c3f329,2026-06-22T19:38:29,selection,qzrfc,强转弱反抽,,,info,medium,策略「强转弱反抽」选出 30 只标的,策略「强转弱反抽」选出 30 只标的，Top3：供销大集(000564.SZ)、中国长城(000066.SZ)、德龙汇能(000593.SZ)
4b3b868f-7378-4afb-9050-56746780a718,2026-06-22T19:38:30,selection,rzq,弱转强,,,info,medium,策略「弱转强」选出 30 只标的,策略「弱转强」选出 30 只标的，Top3：深科技(000021.SZ)、沙河股份(000014.SZ)、深振业Ａ(000006.SZ)
8fe16edc-2dce-4ad8-bc74-1ae2daeeb4ab,2026-06-22T19:39:01,selection,cslx,错杀低吸,,,info,medium,策略「错杀低吸」选出 30 只标的,策略「错杀低吸」选出 30 只标的，Top3：天际股份(002759.SZ)、天银机电(300342.SZ)、瑞玛精密(002976.SZ)
a81b7906-5873-48d2-baad-e105e13c6cc8,2026-06-22T19:39:02,selection,dbqzt,打板求涨停,,,info,medium,策略「打板求涨停」选出 30 只标的,策略「打板求涨停」选出 30 只标的，Top3：庄园牧场(002910.SZ)、中核科技(000777.SZ)、诺德股份(600110.SH)
f12a3915-b814-49d6-9bee-bf498269efea,2026-06-22T19:39:02,selection,qszsl,趋势主升浪,,,info,medium,策略「趋势主升浪」选出 30 只标的,策略「趋势主升浪」选出 30 只标的，Top3：同洲电子(002052.SZ)、华孚时尚(002042.SZ)、骄成超声(688392.SH)
a0929fe4-7260-4c16-9fea-4c64811746fd,2026-06-22T19:39:02,selection,qzrfc,强转弱反抽,,,info,medium,策略「强转弱反抽」选出 30 只标的,策略「强转弱反抽」选出 30 只标的，Top3：供销大集(000564.SZ)、中国长城(000066.SZ)、德龙汇能(000593.SZ)
37c73221-8870-4725-945d-722a711b39dd,2026-06-22T19:39:03,selection,rzq,弱转强,,,info,medium,策略「弱转强」选出 30 只标的,策略「弱转强」选出 30 只标的，Top3：深科技(000021.SZ)、沙河股份(000014.SZ)、深振业Ａ(000006.SZ)
