MainBusiness,SafeValue,ShineValue,ShapeValue,TPFlag,ZTPrice,DTPrice,HqDate,fHSL,fLianB,Wtb,Zsz,Ltsz,vzangsu,Fzhsl,FzAmo,VOpenZAF,ZAF,ZAFYesterday,ZAFPre2D,ZAFPre5,ZAFPre10,ZAFPre20,ZAFPre30,ZAFPre60,ZAFYear,ZAFPreMyMonth,ZAFPreOneYear,Zjl,Zjl_HB,TotalBVol,TotalSVol,BCancel,SCancel,L2TicNum,L2OrderNum,FCAmo,FCb,OpenZAF,OpenAmo,OpenZTBuy,OpenAmoPre1,OpenVolPre1,CJJEPre1,CJJEPre3,FDEPre1,FDEPre2,ZTGPNum,LastStartZT,LastZTHzNum,EverZTCount,ConZAFDateNum,YearZTDay,MA5Value,HisHigh,HisLow,IPO_Price,More_YJL,BetaValue,DynaPE,MorePE,StaticPE_TTM,DYRatio,PB_MRQ,IsT0Fund,IsZCZGP,IsKzz,Kzz_HSCode,QHMainYYMM,FreeLtgb,Yield,KfEarnMoney,RDInputFee,CashZJ,PreReceiveZJ,OtherQYJzc,StaffNum,RecentGGJYDate,RecentHGDate,RecentIncentDate,NoticeDate_Recent,RecentReleaseDate,RecentDZDate,ReportDate,ZTDate_Recent,DTDate_Recent,TopDate_Recent,StopJYDate_Recent,code,类型,查询时间
无菌包材,100,3,80812,0,90.49,60.33,20260616,8.11,0.66,-44.60,307.08,216.59,1.26,0.34,2147.56,0.55,-0.15,3.10,0.49,1.89,39.89,12.21,45.43,48.90,32.36,33.89,158.41,-4912.11,2727.44,4392.00,11651.00,79327.00,74382.00,80647,155337,0.00,0.00,0.00,8717400.00,0.00,3304.71,4527.00,202466.76,672186.11,0.00,0.00,0,1,0,0,-1,3,73.91,82.48,28.65,27.00,0.00,1.26,145.27,175.67,173.82,0.07,14.29,0,0,0,0,0,17989.24,871.74,4429.60,2998.71,45278.40,13244.67,0.00,3181,0,20230829,0,0,20200518,0,20260428,20260609,20220406,20260609,0,300260.SZ,股票,2026-06-16 20:26:34
农药中间体,85,0,70913,0,5.84,3.90,20260616,0.68,0.76,-24.93,46.53,45.54,1.06,0.02,42.60,-0.61,-0.82,0.62,2.11,0.42,-3.20,-13.44,-18.96,-31.87,-28.23,-5.11,-36.45,-492.47,92.23,11058.00,36461.00,53641.00,42210.00,5287,12238,0.00,0.00,-0.62,210100.00,0.00,11.12,227.00,4162.68,11345.74,0.00,0.00,0,1,0,0,-1,0,4.83,9.10,4.70,22.00,0.00,0.61,-20.20,-29.41,-22.96,0.00,2.55,0,0,0,0,0,61400.63,21.01,-5250.08,2019.20,51622.56,3818.34,0.00,1195,0,0,0,0,20190402,20171229,20260429,20241024,20220207,20241025,0,300261.SZ,股票,2026-06-16 20:26:34
节能环保产品及服务,95,2,80808,0,19.19,12.79,20260616,17.45,1.03,75.13,166.43,156.86,1.11,0.47,2529.15,2.11,0.56,3.56,8.89,34.45,35.70,21.54,53.00,51.41,83.15,34.11,130.37,-16039.80,-8731.84,57998.00,67562.00,588342.00,380719.00,200135,301343,0.00,0.00,-3.06,44647796.00,100.00,8284.50,52600.00,312328.70,991605.04,0.00,0.00,0,4,1,0,4,2,14.70,16.57,6.97,33.00,0.00,1.18,64.51,87.08,78.97,0.37,3.97,0,0,0,0,0,83726.93,4464.78,5626.34,2658.12,90953.47,34702.43,0.00,2482,0,20220921,20241216,0,20211027,20150713,20260423,20260611,20200316,20260612,0,300263.SZ,股票,2026-06-16 20:26:34
系统集成及服务,43,4,90110,0,10.63,7.09,20260616,8.26,0.60,36.22,38.73,33.30,2.36,0.42,432.15,-0.56,1.47,-2.64,-17.05,15.55,7.15,-9.64,-3.95,-14.30,33.98,9.10,52.89,-2197.21,1185.90,17512.00,24678.00,115208.00,133083.00,27487,49313,0.00,0.00,-0.90,1131700.00,0.00,609.77,6836.00,39822.52,128311.69,0.00,0.00,0,5,1,0,1,1,9.45,11.42,5.08,16.50,0.00,0.36,-243.51,-109.92,-93.92,0.00,449.50,0,0,0,0,0,35032.40,113.17,-496.39,314.73,4189.80,90.86,0.00,184,0,0,0,0,20240814,20230213,20260425,20260610,20200228,20260612,20250804,300264.SZ,股票,2026-06-16 20:26:34
"光纤光缆,输电线缆",72,1,100608,0,26.86,17.90,20260616,12.60,1.08,50.03,107.69,107.62,1.18,0.49,1254.67,0.44,2.90,8.85,-4.73,-2.05,-4.12,1.28,33.82,28.81,71.86,1.55,152.79,-671.47,3221.46,16065.00,74706.00,173443.00,189674.00,91145,154006,0.00,0.00,0.98,5817199.50,0.00,397.31,1901.00,123116.53,360718.28,0.00,0.00,0,1,0,0,2,6,21.80,26.71,8.78,14.38,0.00,1.12,670.91,325.31,342.03,0.09,4.57,0,0,0,0,0,29402.33,581.72,432.28,2019.29,34666.77,1482.29,0.00,1615,0,0,0,0,20240119,20230719,20260423,20260512,20200525,20260513,0,300265.SZ,股票,2026-06-16 20:26:34
环保及农牧装备,30,1,130909,0,2.45,1.63,20260616,1.25,0.92,-33.67,32.01,31.99,2.87,0.12,92.08,0.00,0.98,0.49,1.50,-0.96,-4.19,-3.29,-15.23,-26.43,-19.84,0.49,-31.33,680.68,761.05,39582.00,73337.00,164363.00,114242.00,6249,14620,0.00,0.00,-0.98,347000.00,0.00,7.20,353.00,3666.33,10775.03,0.00,0.00,0,1,0,0,3,1,2.03,3.08,1.96,26.00,0.00,0.53,-25.12,-13.96,-13.60,0.00,103.00,0,0,0,0,0,91663.75,34.70,-3446.11,897.66,36147.53,15989.95,0.00,1035,0,0,0,0,20211118,20171117,20260427,20251211,20200211,20251211,0,300266.SZ,股票,2026-06-16 20:26:34
辅料,65,0,41012,0,4.18,2.78,20260616,2.99,1.15,-18.77,73.02,50.35,0.57,0.05,61.67,-0.28,1.72,0.87,1.47,4.11,-1.94,-19.91,-18.80,-10.16,3.81,-6.10,9.26,1272.29,915.01,49328.00,78144.00,259497.00,166507.00,27586,45145,0.00,0.00,-0.29,711700.00,0.00,99.54,2844.00,12053.92,41002.54,0.00,0.00,0,1,0,0,4,1,3.45,5.11,3.01,17.97,0.00,0.87,139.25,-18.90,-18.18,0.00,1.82,0,0,0,0,0,107602.68,71.17,1096.30,902.82,97683.49,3953.84,0.00,1271,0,0,0,0,20181221,20151221,20260424,20260113,20191024,20260113,0,300267.SZ,股票,2026-06-16 20:26:34
"狭鳕鱼、北极甜虾等海产品,三文鱼产品",70,2,40110,0,13.54,9.02,20260616,2.34,1.11,-83.03,20.12,15.44,0.57,0.04,8.43,0.00,2.39,-3.42,0.86,-3.75,-11.36,-17.74,-17.14,-17.74,-9.48,-8.55,3.87,-12.79,139.58,1321.00,5962.00,23948.00,29089.00,4844,11559,0.00,0.00,-0.98,226800.00,0.00,5.51,47.00,3801.61,9570.82,0.00,0.00,0,1,0,0,1,0,11.52,16.16,9.80,25.00,0.00,0.73,-64.17,-4.60,-7.73,0.00,0.00,0,0,0,0,0,9364.16,22.68,-822.21,0.00,8544.94,183.94,130000.00,1315,0,0,0,0,20200306,20201109,20260425,20250115,20200203,20240516,0,300268.SZ,股票,2026-06-16 20:26:34
数字设备,50,0,130910,0,6.14,4.10,20260616,4.79,1.10,-52.97,28.66,27.44,1.55,0.18,178.52,0.20,1.95,5.13,0.41,1.36,-2.97,-14.85,-17.14,-37.64,-20.43,-0.38,28.26,-541.80,-147.45,14179.00,40600.00,124570.00,106728.00,26804,50123,0.00,0.00,-0.59,164400.00,0.00,64.98,1310.00,14177.24,37702.11,0.00,0.00,0,1,0,0,3,5,5.00,9.84,4.06,20.00,0.00,0.97,-41.57,329.43,-664.55,0.00,34.57,0,0,0,0,0,44202.86,16.44,-2046.92,597.54,15718.88,8064.67,-213.82,597,0,0,0,0,20230302,20160712,20260428,20260305,20240604,20251208,0,300269.SZ,股票,2026-06-16 20:26:34
系统集成,73,1,11010,0,14.26,9.50,20260616,2.87,0.98,-25.48,36.76,31.68,0.61,0.05,45.65,0.00,2.19,3.85,-2.72,-1.78,-3.03,-13.16,-9.13,10.07,10.76,-5.67,65.85,628.08,-426.39,4676.00,12068.00,41168.00,32713.00,14981,28631,0.00,0.00,0.08,143900.00,0.00,22.31,195.00,9903.12,29208.70,0.00,0.00,0,1,0,0,2,2,11.87,15.62,7.26,35.00,0.00,1.05,453.16,-61.70,-84.73,0.00,6.68,0,0,0,0,0,19431.29,14.39,171.83,420.87,4979.89,813.65,0.00,190,0,0,0,0,20190621,20180621,20260422,20251020,20250407,20250925,20251205,300270.SZ,股票,2026-06-16 20:26:34
应用软件,85,3,130913,0,6.41,4.27,20260616,1.00,0.87,-32.15,43.76,42.82,2.75,0.07,115.88,-0.92,0.94,0.75,2.12,-1.82,-4.94,-16.82,-14.98,-27.94,-25.76,-2.18,-25.14,-319.68,156.27,10949.00,23740.00,52517.00,60376.00,9259,19979,0.00,0.00,-0.56,68000.00,0.00,7.02,131.00,4280.64,13826.56,0.00,0.00,0,1,0,0,3,0,5.32,9.68,5.12,30.80,0.00,0.93,-19.45,-22.22,-21.05,0.00,1.24,0,0,0,0,0,60114.79,6.80,-5790.57,6828.73,128677.36,46717.08,0.00,4504,0,0,20240226,0,20201204,20190424,20260428,20250210,20210830,20241030,0,300271.SZ,股票,2026-06-16 20:26:34
终端业务及服务,90,1,70110,0,6.89,4.59,20260616,1.30,0.85,-20.24,35.28,26.80,1.41,0.05,36.87,-0.34,0.52,0.87,1.59,0.52,-4.90,-19.61,-22.30,-31.36,-22.19,-5.06,-11.28,30.62,69.15,8698.00,17174.00,36649.00,31378.00,6930,12642,0.00,0.00,0.00,187700.00,0.00,21.62,376.00,4410.26,12033.76,0.00,0.00,0,1,0,0,3,1,5.70,9.09,5.57,11.50,0.00,0.90,165.07,63.21,87.37,3.11,2.79,0,0,0,0,0,37674.07,18.77,455.13,1742.30,96133.51,6860.00,0.00,1510,0,20240205,0,0,20201118,0,20260429,20251112,20200313,20251112,0,300272.SZ,股票,2026-06-16 20:26:34
储能系统,80,12,20508,0,178.92,119.28,20260616,4.42,1.09,92.69,3161.44,2420.82,0.80,0.08,6227.46,0.00,2.27,0.23,1.37,-0.01,-11.71,-3.11,11.54,-8.09,-10.48,-14.33,150.93,-3463.88,86596.94,24952.00,53244.00,237533.00,219552.00,257632,497557,0.00,0.00,0.88,47258800.00,100.00,3965.26,2626.00,838630.96,3223481.55,0.00,0.00,0,1,0,0,4,0,148.13,209.19,60.43,30.50,0.00,0.93,34.49,22.96,25.92,1.09,6.50,0,0,0,0,0,142967.55,4725.88,203236.79,97425.60,3004252.77,1220426.96,0.00,19006,0,20250409,20250226,0,20220905,20211022,20260428,20220707,20220420,20251029,0,300274.SZ,股票,2026-06-16 20:26:34
煤矿产品,82,2,91313,0,11.03,7.35,20260616,3.07,1.03,25.53,28.37,25.00,0.95,0.06,50.10,-0.75,0.22,0.77,0.22,-4.36,-3.05,-15.35,-18.92,-21.95,-30.65,-4.36,-26.02,-823.81,283.65,7253.00,11667.00,38629.00,31701.00,9516,17802,0.00,0.00,-0.11,165200.00,0.00,19.33,212.00,6223.66,20525.13,0.00,0.00,0,1,0,0,3,1,9.19,15.75,8.96,26.00,0.00,0.89,63.90,69.42,72.60,0.38,2.97,0,0,0,0,0,25972.75,16.52,1058.50,981.52,10100.17,4381.74,0.00,591,0,20240220,20230830,0,20230720,20210312,20260425,20260525,20250407,20230328,0,300275.SZ,股票,2026-06-16 20:26:34
"智能输送成套设备,智能焊装生产线",71,2,100211,0,9.50,6.34,20260616,5.97,0.89,-3.94,112.36,84.78,1.54,0.23,738.64,0.00,1.26,6.02,-3.24,-4.30,2.30,-12.26,17.08,4.70,-17.32,-1.59,-27.35,813.31,-377.50,30217.00,137375.00,243938.00,296849.00,59893,117383,0.00,0.00,-0.88,1821200.00,0.00,139.54,1873.00,55411.00,162743.17,0.00,0.00,0,1,0,0,2,1,7.82,12.18,6.66,25.50,0.00,0.56,-228.13,-59.58,-54.29,0.00,6.42,0,0,0,0,0,88835.40,182.12,-1506.16,1326.08,32123.25,190536.15,0.00,1411,0,0,0,0,20201229,20180615,20260428,20260515,20250407,20260519,0,300276.SZ,股票,2026-06-16 20:26:34
系统集成,80,1,90110,0,17.05,11.37,20260616,6.42,1.67,51.24,226.28,114.54,1.37,0.21,751.07,-0.62,5.00,5.65,1.89,1.91,-3.87,-10.55,-16.97,-28.10,14.33,-3.12,20.71,-131.99,802.96,44301.00,38349.00,223893.00,121147.00,74356,122170,0.00,0.00,0.07,574500.00,0.00,119.57,876.00,45479.62,152615.22,0.00,0.00,0,1,0,0,3,2,13.86,26.35,11.48,23.00,0.00,1.45,66.65,9602.40,470.33,0.13,2.24,0,0,0,0,0,66585.56,57.45,-406.36,8237.55,251803.49,275181.06,0.00,157,0,0,0,0,20260319,20260211,20260427,20260212,20250407,20260212,20251105,300277.SZ,股票,2026-06-16 20:26:34
自动化输送智能装配生产线,74,1,91313,0,5.28,3.52,20260616,2.64,1.10,-52.13,64.19,63.99,0.80,0.06,97.34,0.00,3.18,2.09,1.17,-3.40,-0.22,-14.66,-6.00,-12.18,-25.57,0.89,-12.69,1839.71,443.87,21615.00,72617.00,210847.00,151038.00,20258,37415,0.00,0.00,-0.45,193200.00,0.00,25.65,598.00,11240.43,40879.57,0.00,0.00,0,1,0,0,3,0,4.40,6.95,4.23,16.56,0.00,0.91,1008.97,-103.08,-99.57,0.00,3.84,0,0,0,0,0,98847.20,19.32,-426.99,1480.16,12653.19,86824.81,0.00,1317,0,20250213,0,0,20250102,20141017,20260425,20241210,20250407,20241210,0,300278.SZ,股票,2026-06-16 20:26:34
"系统集成,家电类智能控制器",72,2,130110,0,8.35,5.57,20260616,3.67,1.07,9.44,35.75,35.60,1.11,0.11,138.38,0.87,5.03,3.88,-2.62,-2.41,3.98,-8.86,-7.11,-34.97,1.25,3.98,12.63,513.16,543.11,8173.00,30646.00,82581.00,86530.00,20634,38891,0.00,0.00,0.00,132900.00,0.00,31.92,475.00,11898.86,35520.81,0.00,0.00,0,1,0,0,2,1,6.99,11.60,6.11,15.60,0.00,1.19,86.90,52.61,92.93,0.00,3.42,0,0,0,0,0,35871.79,13.29,993.53,1963.50,33965.22,548.06,0.00,1444,0,0,0,0,20251229,20231106,20260427,20260119,20200228,20260119,0,300279.SZ,股票,2026-06-16 20:26:34
薄膜吹塑机,77,2,21110,0,8.56,5.70,20260616,3.42,1.25,-17.64,30.75,29.16,1.29,0.18,85.95,0.00,2.95,-0.14,0.71,-0.41,0.55,-10.16,-0.68,0.55,-9.94,0.82,-13.65,160.33,228.38,3885.00,18898.00,96900.00,48572.00,15664,31282,0.00,0.00,0.00,111899.99,0.00,46.77,655.00,9225.92,26884.80,0.00,0.00,0,1,0,0,1,0,7.18,8.99,6.29,25.00,0.00,0.71,157.34,-856.57,-3430.55,0.56,2.47,0,0,0,0,0,20502.51,11.19,68.69,392.00,12042.19,8762.44,0.00,494,0,0,0,0,20200925,20170925,20260428,20250507,20200203,20250507,0,300281.SZ,股票,2026-06-16 20:26:34
一体化电接触组件,87,2,80808,0,21.36,14.24,20260616,21.03,0.75,62.74,91.74,67.79,1.34,0.67,1569.09,0.17,3.71,8.01,-3.96,-0.43,10.35,-4.55,48.51,122.68,145.48,8.90,221.05,389.07,-1322.85,23054.00,47063.00,271084.00,269954.00,110351,180906,0.00,0.00,0.11,7719600.00,0.00,953.85,5698.00,149537.16,462179.74,0.00,0.00,0,1,0,0,2,3,18.03,21.09,5.71,20.00,0.00,1.03,40.74,351.40,91.67,0.08,7.83,0,0,0,0,0,31770.94,771.96,5500.80,2918.42,11113.28,17212.02,0.00,1778,0,0,0,0,20210615,20201214,20260424,20260508,20200910,20260611,0,300283.SZ,股票,2026-06-16 20:26:34
勘察设计及其他咨询服务,77,2,90913,0,6.96,4.64,20260616,1.26,0.74,48.16,71.48,66.66,1.89,0.09,118.97,0.17,-2.41,-1.53,4.43,-3.74,-3.74,-13.45,-15.27,-19.83,-27.43,-3.91,-34.33,-1199.44,-853.91,14491.00,34481.00,74991.00,70587.00,13815,25950,0.00,0.00,-0.69,647400.00,0.00,86.58,1480.00,11035.81,33249.34,0.00,0.00,0,1,0,0,-2,0,5.81,10.81,5.55,13.30,0.00,0.63,43.46,311.48,340.36,1.64,0.85,0,0,0,0,0,65513.91,64.74,3328.01,3661.45,303635.46,27624.29,0.00,7400,0,0,0,0,20240930,20210923,20260428,20241021,20200203,20241021,0,300284.SZ,股票,2026-06-16 20:26:34
"生物医疗材料板块,数码打印及其他材料板块",98,5,80812,0,75.96,50.64,20260616,17.32,1.02,85.94,672.31,564.54,1.20,0.45,10157.98,-0.57,6.52,12.37,-9.73,1.55,15.37,53.98,88.99,86.01,146.90,33.05,315.72,30008.22,-30458.60,29139.00,55956.00,392985.00,393373.00,329309,561580,0.00,0.00,0.52,94344200.00,1300.00,13439.37,22575.00,881654.48,2830519.50,0.00,0.00,0,1,0,0,2,1,62.12,69.66,15.88,26.00,0.00,2.02,118.14,103.41,102.32,0.24,9.33,0,0,0,0,0,79898.29,9434.42,13968.92,7029.41,97407.94,4857.25,0.00,5170,0,20251106,20260210,0,20210608,20201229,20260428,20251212,20200203,20251212,0,300285.SZ,股票,2026-06-16 20:26:34
电力监控及变电站综合监测系统,100,2,140808,0,32.94,21.96,20260616,6.17,1.44,60.69,73.40,60.82,0.91,0.17,169.18,0.04,6.63,3.31,-2.32,-2.59,-4.31,13.71,22.83,0.55,28.78,-8.24,42.71,-1578.46,1310.51,3394.00,6260.00,51688.00,54618.00,41208,80879,0.00,0.00,0.22,1634100.00,0.00,48.75,183.00,26538.83,83131.76,0.00,0.00,0,1,0,0,2,0,27.69,36.90,20.33,30.00,0.00,1.50,36.50,33.55,33.87,1.63,3.19,0,0,0,0,0,14724.61,163.41,4419.87,2976.96,52202.66,3984.97,0.00,681,0,0,20260128,0,20251022,20250417,20260423,20210601,20200203,20260526,0,300286.SZ,股票,2026-06-16 20:26:34
"数据、软件及服务,物联网与智能化",70,1,70904,0,4.30,2.86,20260616,2.46,1.13,-22.77,52.24,47.99,1.18,0.06,182.58,-0.83,1.68,2.87,-0.29,-3.19,-8.08,-21.72,-15.74,-23.53,-25.56,-8.08,-30.67,35.24,-1245.13,37603.00,70111.00,229946.00,161472.00,17866,41164,0.00,0.00,-0.84,220500.00,0.00,83.96,2392.00,10787.45,33807.75,0.00,0.00,0,1,0,0,2,0,3.57,7.10,3.44,15.00,0.00,1.09,-45.67,-32.82,-32.60,0.00,5.28,0,0,0,0,0,128967.50,22.05,-3000.23,1002.64,6778.54,15927.87,0.00,682,0,0,0,0,20201207,20160427,20260428,20250214,20250407,20250214,0,300287.SZ,股票,2026-06-16 20:26:34
"医疗信息服务,医疗服务",83,0,90913,0,11.71,7.81,20260616,1.45,0.82,-14.55,32.85,24.94,1.28,0.04,41.80,0.62,-0.41,0.62,1.89,-1.91,-4.89,-18.39,-21.93,-29.20,-27.79,-4.89,-31.16,-340.40,-233.85,3882.00,8209.00,21931.00,20212.00,5691,12473,0.00,0.00,-0.51,430200.00,0.00,4.40,45.00,4113.79,12151.73,0.00,0.00,0,1,0,0,-1,0,9.71,17.37,9.33,22.44,0.00,0.80,-197.07,353.08,-2496.89,0.10,3.04,0,0,0,0,0,22361.39,43.02,-475.88,646.96,27015.23,1876.61,0.00,732,0,0,0,0,20180110,20150108,20260428,20231121,20250407,20231122,0,300288.SZ,股票,2026-06-16 20:26:34
体外诊断试剂,85,2,90101,0,7.46,4.98,20260616,2.65,0.77,44.73,33.35,33.30,2.62,0.26,186.23,0.32,-1.45,0.32,-6.34,9.86,2.51,-5.69,-8.64,-11.42,-12.05,3.19,20.67,-1610.33,-968.80,13484.00,21729.00,72291.00,58137.00,9419,17918,0.00,0.00,-0.64,1843500.00,0.00,429.34,6515.00,12767.52,42196.14,0.00,0.00,0,4,1,0,-1,5,6.14,11.67,4.92,13.00,0.00,0.53,-209.88,-147.23,-131.64,0.00,2.04,0,0,0,0,0,29102.33,184.35,-613.81,547.37,59190.62,1061.22,0.00,420,0,0,0,0,20240906,20210906,20260428,20260611,20180824,20250808,0,300289.SZ,股票,2026-06-16 20:26:34
自主产品及服务,79,2,70901,0,11.92,7.94,20260616,3.30,0.82,24.67,62.95,62.93,1.47,0.13,275.62,-0.69,-0.91,1.85,6.44,1.97,-6.73,-37.52,-37.80,-36.89,-64.26,-11.83,-42.29,-1490.98,-1687.59,9909.00,35742.00,90831.00,86825.00,31364,58416,0.00,0.00,0.50,2675600.00,0.00,150.12,1521.00,34496.16,90953.15,0.00,0.00,0,1,0,0,-1,2,9.60,33.33,8.98,11.11,0.00,1.28,-87.89,-140.92,-170.43,0.15,8.45,0,0,0,0,0,51154.24,267.56,-1866.64,1181.81,11542.35,23502.31,0.00,1387,0,0,0,0,20230419,20210511,20260427,20251208,20260107,20260109,0,300290.SZ,股票,2026-06-16 20:26:34
"策划运营服务,营销",75,2,91410,0,6.35,4.23,20260616,3.42,0.73,-33.27,50.20,49.56,1.56,0.18,200.62,0.00,0.76,0.57,-0.19,-8.26,-18.99,-13.89,-15.80,-26.98,-28.84,-23.64,5.75,-577.47,-61.07,21053.00,35848.00,165748.00,125482.00,24520,44897,0.00,0.00,-0.95,252600.00,0.00,111.57,2105.00,15494.53,54220.54,0.00,0.00,0,1,0,0,2,5,5.38,11.36,5.00,45.00,0.00,0.54,93.78,-4.54,-4.60,0.00,2.46,0,0,0,0,0,57958.46,25.26,613.96,0.00,28114.94,53611.01,0.00,226,0,0,0,0,20251024,20201231,20260427,20260527,20250407,20260527,20251216,300291.SZ,股票,2026-06-16 20:26:34
移动信息服务,92,2,100603,0,7.54,5.02,20260616,16.61,1.16,9.43,85.74,71.31,1.25,0.46,856.90,0.49,1.75,14.39,-3.68,8.12,16.61,0.95,25.05,25.54,41.69,18.55,38.91,-1988.81,-10205.15,71496.00,201126.00,582683.00,615221.00,129810,199699,0.00,0.00,-1.11,19417400.00,300.00,466.33,8283.00,132450.21,324132.79,0.00,0.00,0,1,0,0,2,0,6.00,7.34,4.35,12.00,0.00,1.27,51.88,71.80,68.18,0.00,5.84,0,0,0,0,0,104339.96,1941.74,4126.86,2247.30,40045.11,1562.91,0.00,1266,0,0,0,0,20211126,20210526,20260423,20241028,20200413,20260512,0,300292.SZ,股票,2026-06-16 20:26:34
工业清洗系统及表面处理,90,0,41104,0,21.37,14.25,20260616,1.86,0.83,-29.79,60.55,60.55,1.65,0.12,191.96,-0.05,0.45,2.12,-1.80,0.62,3.41,-12.31,-3.92,-2.40,-15.29,2.76,-8.63,-374.31,-747.76,3458.00,17293.00,34454.00,29574.00,14590,31932,0.00,0.00,-0.22,87100.00,0.00,351.09,2046.00,12735.25,41775.02,0.00,0.00,0,1,0,0,2,1,17.73,30.17,16.31,24.80,0.00,0.64,-1424.09,-42.64,-43.87,0.00,8.14,0,0,0,0,0,17092.46,8.71,-116.25,863.18,13533.07,16533.26,0.00,882,0,0,0,0,20260318,20230317,20260428,20250630,20200727,20250701,0,300293.SZ,股票,2026-06-16 20:26:34
"人纤维蛋白原,人血白蛋白",77,4,110913,0,20.00,13.34,20260616,1.05,0.69,22.03,82.65,82.65,2.33,0.08,148.49,-0.41,-1.68,-0.48,-0.24,-0.61,-2.38,1.86,-5.86,-19.73,-27.25,-0.61,-37.92,-1807.10,-225.40,5548.00,18881.00,26769.00,24589.00,6833,14417,0.00,0.00,-0.42,280500.00,0.00,57.00,344.00,10779.37,34515.77,0.00,0.00,0,1,0,0,-3,0,16.62,27.77,15.12,25.00,0.00,0.34,68.37,74.59,2447.05,1.34,1.11,0,0,0,0,0,29350.76,28.05,2032.35,423.58,82174.45,1545.70,0.00,1947,0,0,0,0,20241125,20211125,20260425,20210720,20200724,20210720,0,300294.SZ,股票,2026-06-16 20:26:34
房地产网络营销相关服务,54,3,100209,0,13.37,8.91,20260616,1.60,0.95,63.39,21.43,18.93,1.92,0.07,102.72,0.00,1.44,5.09,0.00,-0.79,-5.84,-7.53,-10.46,5.61,-9.81,0.35,-27.01,-578.43,193.95,2518.00,5422.00,13674.00,12633.00,1586,4135,0.00,0.00,0.00,0.00,0.00,20.22,189.00,2548.53,8113.46,0.00,0.00,0,1,0,0,2,0,10.92,16.88,9.00,34.00,0.00,0.95,800.57,-41.65,-44.00,0.00,1.98,0,0,0,0,0,15665.75,0.00,61.63,316.33,29103.08,220.84,0.00,323,0,0,0,0,20190610,0,20260423,20241008,20250407,20241009,0,300295.SZ,股票,2026-06-16 20:26:34
